service,asb_control_id,feature_name,feature_supported_original,feature_enabled_by_default_original,status_2025,verdict_2025,azure_api_property,script_module,script_function,notes,severity,blast_radius,risk_rank
appgateway,DP-6,Manage Cryptographic Keys using Key Management Service,False,Not Applicable,upgraded_implemented,now_applicable_native,sslCertificates[*].keyVaultSecretId / identity,appgateway/dp_appgateway,check_dp6_key_mgmt,KV-backed certs (key_vault_secret_id) + MI assigned → PASS proxy; inline certs → FAIL,Medium,Narrow,2
appgateway,DP-7,Certificate Management using Azure Key Vault,False,Not Applicable,upgraded_implemented,now_applicable_native,sslCertificates[*].keyVaultSecretId,appgateway/dp_appgateway,check_dp7_cert_kv,key_vault_secret_id set on any ssl_certificate → PASS; inline certs → FAIL,Medium,Narrow,2
attestation,AM-2,Azure Policy Support,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
attestation,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
attestation,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
automation,AM-2,Azure Policy Support,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Policy governance applies to Automation Accounts via Azure Resource Manager; policy assignments enforced platform-side,Medium,Narrow,2
automation,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: Azure Automation Account encrypts all stored data (runbooks, credentials, connection assets) at rest using Microsoft-managed keys by default; platform-enforced",Medium,Narrow,2
automation,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Automation enforces TLS 1.2+ for all API and webhook traffic; platform-enforced,Medium,Narrow,2
azurefirewall,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A (Microsoft-managed),azurefirewall/dp_azurefirewall,check_dp4_platform_keys,microsoft_managed default; derived certs and backend state encrypted with platform keys → PASS static,Medium,Narrow,2
azurefirewall,DP-6,Key Management in Azure Key Vault,False,Not Applicable,now_applicable_native,now_applicable_native,transportSecurity.certificateAuthority.keyVaultSecretId + identity,azurefirewall/dp_azurefirewall,check_dp6_key_mgmt,Premium TLS inspection uses KV-stored intermediate CA cert; 2024 GA — Premium SKU + KV secret ID + MI → PASS,Medium,Narrow,2
backup,BR-1,Azure Backup,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: Azure Backup IS the backup product; vault enforces backup policies, retention, and recovery points; platform-enforced; row 1 of 2 duplicate entries in source xlsx",Medium,Narrow,2
backup,BR-1,Azure Backup,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Backup vault backup capability confirmed; row 2 of 2 duplicate entries in source xlsx; preserved as-is from source,Medium,Narrow,2
backup,AM-2,Azure Policy Support,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Policy governance applies to Recovery Services Vault via tags and resource properties; platform-enforced,Medium,Narrow,2
backup,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Backup vault encrypts all backup data at rest using Microsoft-managed keys by default; platform-enforced,Medium,Narrow,2
backup,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Backup enforces TLS 1.2 for all data transfer between backup agents and vault; platform-enforced,Medium,Narrow,2
bastion,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,bastion/dp_bastion,check_dp3_tls_transit,microsoft_managed: Bastion enforces TLS 1.2 for browser-to-bastion (HTTPS) and bastion-to-VM (RDP/SSH over TLS); platform-enforced; no customer config required,Medium,Narrow,2
botservice,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
botservice,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
cloudshell,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Cloud Shell enforces HTTPS/TLS for all browser-to-session traffic; platform-enforced; not customer-configurable,Medium,Narrow,2
customerlockbox,AM-2,Azure Policy Support,False,Not Applicable,now_applicable_native,now_applicable_native,subscription.policy.assignments[name='customer-lockbox'],,,now_applicable_native: MCSB v3 baseline recorded False but Azure Policy built-in definition 'Customer Lockbox should be enabled for your subscription' (Policy ID: ca6d0de3-aca0-4a46-9f73-69a31e1fa3e6) now exists for auditing Lockbox enablement; script check deferred to later phase,Medium,Narrow,2
customerlockbox,DP-3,Data in Transit Encryption,False,Not Applicable,now_applicable_native,now_applicable_native,N/A — microsoft_managed PASS static,,,now_applicable_native: MCSB v3 baseline recorded False but Customer Lockbox is accessed exclusively via Azure portal which enforces TLS 1.2 for all traffic; microsoft_managed TLS enforcement applies to all Lockbox approval and denial operations; script check deferred to later phase,Medium,Narrow,2
firewallmanager,DP-3,Data in Transit Encryption,True,True,implemented,implemented,platform (HTTPS/TLS 1.2+ enforced by ARM),firewallmanager/dp_firewallmanager,check_dp3_tls_transit,feature_supported=True enabled_by_default=True → PASS static (microsoft_managed); ARM API uses HTTPS/TLS; platform-enforced,Medium,Narrow,2
firewallmanager,DP-4,Data at Rest Encryption Using Platform Keys,True,Not Applicable,implemented,implemented,platform (microsoft-managed keys),firewallmanager/dp_firewallmanager,check_dp4_platform_keys,Policy config encrypted at rest by platform-managed keys by default → PASS static (microsoft_managed),Medium,Narrow,2
frontdoor,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A (platform-enforced),frontdoor/dp_frontdoor,check_dp3_tls_transit,TLS/HTTPS enforced end-to-end by AFD platform; frontend-to-AFD and AFD-to-backend HTTPS enforced; platform-managed; PASS static,Medium,Narrow,2
frontdoor,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A (platform-enforced),frontdoor/dp_frontdoor,check_dp4_platform_keys,AFD configuration metadata encrypted at rest with Microsoft-managed keys; platform-enforced; PASS static,Medium,Narrow,2
frontdoor,AM-2,Use Only Approved Azure Services — Azure Policy,True,True,implemented,implemented,fd.tags,frontdoor/am_frontdoor,check_am2_policy,Live tags proxy; tags present → PASS; empty tags → FAIL; note AFD is a globally distributed resource — tag governance important,Medium,Narrow,2
intelligentrecommendations,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Customer content at rest encrypted with Microsoft-managed keys by default; platform-enforced,Medium,Narrow,2
intelligentrecommendations,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: TLS 1.2 enforced for all API traffic; platform-enforced,Medium,Narrow,2
lighthouse,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Azure Lighthouse delegation metadata and registration definitions encrypted at rest using Microsoft-managed keys; platform-enforced,Medium,Narrow,2
lighthouse,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: All Azure Lighthouse ARM management API calls enforce TLS 1.2+; delegation operations use HTTPS exclusively; platform-enforced,Medium,Narrow,2
networkwatcher,DP-3,Data in Transit Encryption,True,True,implemented,implemented,platform (HTTPS/TLS 1.2+ enforced by ARM),networkwatcher/dp_networkwatcher,check_dp3_tls_transit,feature_supported=True enabled_by_default=True → PASS static (microsoft_managed); NW mgmt API uses HTTPS/TLS; platform-enforced,Medium,Narrow,2
redis,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,see script,dp_redis,check_dp4_platform_keys,microsoft_managed: Azure Cache for Redis encrypts all data at rest using platform-managed keys by default.,Medium,Narrow,2
redis,DP-3,Data in Transit Encryption,True,True,implemented,implemented,see script,dp_redis,check_dp3_tls_transit,microsoft_managed: Azure Cache for Redis enforces TLS 1.2 for all data in transit by default.,Medium,Narrow,2
servicebus,DP-2,Monitor Anomalies and Threats Targeting Sensitive Data,False,Not Applicable,upgraded_implemented,now_applicable_native,publicNetworkAccess,servicebus/dp_servicebus,check_dp2_dlp,public_network_access=Disabled → exfil surface restricted → PASS; no native DLP product for SB message bodies,Medium,Narrow,2
servicebus,DP-4,Encrypt Data at Rest with Platform-Managed Keys,True,True,implemented,implemented,N/A (inherent — all SKUs),servicebus/dp_servicebus,check_dp4_platform_keys,All SKUs (Basic/Standard/Premium) encrypted with MS-managed keys by default — auto-PASS (static),Medium,Narrow,2
servicebus,DP-6,Manage Cryptographic Keys using Key Management Service,False,Not Applicable,upgraded_implemented,now_applicable_native,encryption.keySource,servicebus/dp_servicebus,check_dp6_key_mgmt,Premium SKU uses KV for CMK key management; ARM-checkable; non-Premium → UNKNOWN,Medium,Narrow,2
siterecovery,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Recovery Services Vault encrypts replication data at rest using Microsoft-managed keys by default; platform-enforced,Medium,Narrow,2
siterecovery,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: Site Recovery enforces TLS 1.2+ for all replication traffic between source, vault, and target; platform-enforced",Medium,Narrow,2
siterecovery,BR-1,Service Native Backup Capability,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: Azure Site Recovery IS the native DR and replication capability; platform-enforced replication, failover, and test DR orchestration; service core function",Medium,Narrow,2
spatialanchors,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable; deprecated November 2024",Medium,Narrow,2
spatialanchors,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable; deprecated November 2024",Medium,Narrow,2
universalprint,DP-5,Data at Rest Encryption Using CMK,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Universal Print supports Customer Key for Microsoft 365 encryption; platform-enforced CMK applied via Microsoft 365 compliance admin center,Medium,Narrow,2
universalprint,DP-4,Data at Rest Encryption Using Platform Keys,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
universalprint,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,"microsoft_managed: platform-enforced, enabled by default, not customer-configurable",Medium,Narrow,2
vpngateway,DP-3,Data in Transit Encryption,True,True,implemented,implemented,N/A — microsoft_managed PASS static,vpngateway/dp_vpngateway,check_dp3_tls_transit,IPsec/IKEv2 encryption is core function of VPN GW; all tunnel traffic always encrypted; microsoft_managed,Medium,Narrow,2
vpngateway,DP-7,Certificate Management in Azure Key Vault,False,Not Applicable,now_applicable_native,now_applicable_native,Microsoft.Network/virtualNetworkGateways/vpnClientConfiguration,vpngateway/dp_vpngateway,check_dp7_cert_kv,now_applicable_native: VPN Gateway S2S certificate authentication stores X.509 certificates in Azure Key Vault; gateway accesses them via User-Assigned MI. Source: https://learn.microsoft.com/en-us/azure/vpn-gateway/site-to-site-certificate-authentication-gateway-about,Medium,Narrow,2
spatialanchors,,Local Authentication Methods for Data Plane Access,True,True,implemented,implemented,N/A — microsoft_managed PASS static,,,microsoft_managed: Local auth keys supported for Spatial Anchors SDK; source xlsx row has missing ASB control ID; deprecated November 2024,Low,Narrow,1
