domain,feature_name,story_id,story_title,resource,is_combined,description,acceptance_criteria,tags,policy_status
DP,[SEC-DP] Data Protection — MCSB v2,SEC-5,[SEC-5] Use Customer-Managed Key When Required: Managed Instance for Apache Cassandra,Managed Instance for Apache Cassandra,True,"As a cloud engineer, I want to assess Azure Managed Instance for Apache Cassandra customer-managed key configuration — CMK enablement for data-at-rest encryption via Key Vault integration, managed identity assignment, private endpoint network isolation, and managed disk encryption status on Cassandra cluster nodes — so that DP-5 gaps in Cassandra data protection configuration are identified. Key Azure Policy built-ins applicable: ⚠️ [""Azure Managed Instance for Apache Cassandra should use customer-managed keys to encrypt data at rest""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact display name against current MCSB v2 preview policy list).","Managed Instance for Apache Cassandra DP-5 configuration assessed against MCSB baseline and instances without CMK, missing managed identity for Key Vault access, or lacking private endpoint identified.
Azure Policy compliance evaluated for CMK controls applicable to Managed Instance for Apache Cassandra; ⚠️ display name to be verified against current MCSB v2 preview list.
Gap findings documented with remediation scope and affected Cassandra instance, CMK configuration, and cluster node disk encryption instances noted.",Security,uncertain
DP,[SEC-DP] Data Protection — MCSB v2,SEC-5,[SEC-5] Use Customer-Managed Key When Required: NetApp Files,NetApp Files,True,"As a cloud engineer, I want to assess Azure NetApp Files encryption posture — NetApp Volume Encryption (NVE) status on all volumes, CMK via Azure Key Vault integration where supported by capacity pool type, SMB Kerberos authentication enforcement for NFS/SMB protocol security, and capacity pool encryption coverage — so that DP-5 gaps in NetApp Files data-at-rest protection compliance are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for NetApp Files CMK or volume encryption controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on capacity pool and volume encryption configuration manual audit.","NetApp Files DP-5 configuration assessed against MCSB baseline and volumes without NVE, capacity pools without CMK where supported, or SMB shares without Kerberos authentication identified.
Azure Policy coverage for NetApp Files CMK controls evaluated; built-ins absent for this resource — assessment relies on capacity pool encryption type and volume configuration manual audit.
Gap findings documented with remediation scope and affected NetApp Files capacity pool, volume encryption, and SMB authentication configurations noted.",Security,none
DP,[SEC-DP] Data Protection — MCSB v2,SEC-6,[SEC-6] Use a Secure Key Management Process: Key Vault,Key Vault,True,"As a cloud engineer, I want to assess Azure Key Vault key management security posture — RBAC authorization model adoption over legacy access policies, soft delete and purge protection enablement, private endpoint network isolation and firewall deny-public configuration, key rotation policy (RSA-2048+ with 1-year rotation cadence), and audit log completeness for all Key Vault operations — so that DP-6 gaps in cryptographic key lifecycle governance are identified. Key Azure Policy built-ins applicable: [""Key vaults should have soft delete enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key vaults should have purge protection enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key Vault keys should have an expiration date set""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).","Key Vault DP-6 configuration assessed against MCSB baseline and vaults with legacy access policies, missing soft delete or purge protection, public network access enabled, or keys without expiration date set identified.
Azure Policy compliance evaluated for: [""Key vaults should have soft delete enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key vaults should have purge protection enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key Vault keys should have an expiration date set""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).
Gap findings documented with remediation scope and affected Key Vault instance, access policy model, network configuration, and key rotation policy instances noted.",Security,confirmed
DP,[SEC-DP] Data Protection — MCSB v2,SEC-6,[SEC-6] Use a Secure Key Management Process: Key Vault Managed HSM,Key Vault Managed HSM,True,"As a cloud engineer, I want to assess Azure Key Vault Managed HSM security posture — FIPS 140-2 Level 3 validation status, built-in RBAC authorization model adoption without legacy access policies, purge protection enablement, private endpoint network isolation, and HSM key backup and restore policy documentation with tested recovery evidence — so that DP-6 gaps in hardware-backed cryptographic key management governance are identified. Key Azure Policy built-ins applicable: [""Azure Key Vault Managed HSM should have purge protection enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).","Key Vault Managed HSM DP-6 configuration assessed against MCSB baseline and HSM pools without purge protection, missing private endpoint, or without tested key backup and restore procedures identified.
Azure Policy compliance evaluated for: [""Azure Key Vault Managed HSM should have purge protection enabled""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).
Gap findings documented with remediation scope and affected Managed HSM pool, purge protection, network isolation, and key backup configurations noted.",Security,confirmed
DP,[SEC-DP] Data Protection — MCSB v2,SEC-6,[SEC-6] Use a Secure Key Management Process: Dedicated HSM,Dedicated HSM,True,"As a cloud engineer, I want to assess Azure Dedicated HSM security posture — FIPS 140-2 Level 3 device validation status, VNet integration and public access restriction, physical access control documentation, HSM zeroization policy completeness, and BYOL key management audit evidence — so that DP-6 gaps in customer-managed dedicated hardware security module governance are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Dedicated HSM in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on VNet integration configuration and HSM device compliance documentation manual audit.","Dedicated HSM DP-6 configuration assessed against MCSB baseline and devices without VNet integration, missing physical access control documentation, or absent HSM zeroization policy identified.
Azure Policy coverage for Dedicated HSM controls evaluated; built-ins absent for this resource — assessment relies on VNet network configuration and FIPS 140-2 Level 3 device compliance manual audit.
Gap findings documented with remediation scope and affected Dedicated HSM device, VNet integration, and key management policy configurations noted.",Security,none
DP,[SEC-DP] Data Protection — MCSB v2,SEC-7,[SEC-7] Use a Secure Certificate Management Process,,False,"As a cloud engineer, I want to assess TLS certificate lifecycle management posture across the environment — Key Vault coverage for certificate storage (App Service, API Management, Application Gateway bindings from Key Vault), certificate expiry monitoring alert configuration at 30-day and 7-day thresholds, auto-renewal integration status for ACM/DigiCert-managed certificates, self-signed certificate absence in production, and certificate inventory completeness — so that DP-7 gaps in certificate lifecycle governance and expiry risk across the Azure estate are identified. Key Azure Policy built-ins applicable: [""Key Vault certificates should have an expiration date set""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key Vault certificates should not expire within the specified number of days""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).","Certificate management DP-7 configuration assessed against MCSB baseline and production services with self-signed certificates, missing Key Vault certificate bindings, or absent expiry monitoring alerts identified.
Azure Policy compliance evaluated for: [""Key Vault certificates should have an expiration date set""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference), [""Key Vault certificates should not expire within the specified number of days""](https://learn.microsoft.com/en-us/azure/key-vault/general/policy-reference).
Gap findings documented with remediation scope and affected certificate bindings, Key Vault certificate objects, and auto-renewal configurations across App Service, API Management, and Application Gateway noted.",Security,confirmed
DP,[SEC-DP] Data Protection — MCSB v2,SEC-8,[SEC-8] Ensure Security of Key and Certificate Repository: Data Box,Data Box,True,"As a cloud engineer, I want to assess Azure Data Box physical and cryptographic security posture — physical chain of custody documentation completeness, BitLocker disk-level encryption during transit, NIST SP 800-88 data wipe compliance on device return to Microsoft, BitLocker key storage in Key Vault, and shipment tracking plus tamper-evidence review process — so that DP-8 gaps in key and certificate repository physical security and data sanitization are identified. Key Azure Policy built-ins applicable: ⚠️ [""Azure Data Box jobs should enable double encryption for data at rest on the device""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference) (training data — verify exact display name against current MCSB v2 preview policy list).","Data Box DP-8 configuration assessed against MCSB baseline and jobs without double encryption enabled, missing BitLocker key storage in Key Vault, or absent chain of custody documentation identified.
Azure Policy compliance evaluated for double encryption controls applicable to Data Box jobs; ⚠️ display name to be verified against current MCSB v2 preview list.
Gap findings documented with remediation scope and affected Data Box job, BitLocker configuration, and physical security documentation instances noted.",Security,uncertain
AM,[SEC-AM] Asset Management — MCSB v2,SEC-1,[SEC-1] Track Asset Inventory and Their Risks: Resource Graph,Resource Graph,True,"As a cloud engineer, I want to assess Azure Resource Graph asset inventory coverage — cross-subscription query scope for all resource types, tag compliance reporting completeness, stale resource detection (orphaned disks, NICs, and public IPs), and security configuration drift query coverage — so that AM-1 gaps in asset visibility and risk tracking across the Azure estate are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Resource Graph asset inventory controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Azure Resource Graph cross-subscription queries and tag compliance manual audit.","Resource Graph AM-1 configuration assessed against MCSB baseline and subscriptions without cross-subscription inventory query coverage, missing tag compliance reporting, or stale resources (orphaned disks, NICs, PIPs) without detection workflow identified.
Azure Policy coverage for asset inventory controls evaluated; built-ins absent for this resource — assessment relies on Resource Graph KQL query coverage and tag policy assignment manual audit.
Gap findings documented with remediation scope and affected subscription scope, resource type inventory gaps, and stale resource configurations noted.",Security,none
AM,[SEC-AM] Asset Management — MCSB v2,SEC-1,[SEC-1] Track Asset Inventory and Their Risks: Migrate,Migrate,True,"As a cloud engineer, I want to assess Azure Migrate asset inventory and assessment security posture — discovered asset inventory accuracy, sensitivity classification of assessment data (IP and configuration data), migration readiness security review completeness, and dependency analysis data access restriction — so that AM-1 gaps in migration asset visibility and assessment data protection are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Migrate asset inventory controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Migrate project access controls and assessment data sensitivity manual audit.","Azure Migrate AM-1 configuration assessed against MCSB baseline and projects with incomplete asset discovery, unclassified assessment data sensitivity, or unrestricted dependency analysis access identified.
Azure Policy coverage for Migrate asset inventory controls evaluated; built-ins absent for this resource — assessment relies on Migrate project RBAC and assessment data access manual audit.
Gap findings documented with remediation scope and affected Migrate project, discovered asset scope, and dependency analysis access configurations noted.",Security,none
AM,[SEC-AM] Asset Management — MCSB v2,SEC-2,[SEC-2] Use Only Approved Services: Policy,Policy,True,"As a cloud engineer, I want to assess Azure Policy configuration for approved service enforcement — allowed resource types initiative assignment at management group scope, deny effect coverage for unapproved resource types, allowed locations enforcement for data residency compliance, and Marketplace restriction policy status — so that AM-2 gaps where non-approved resource types or out-of-region deployments are permitted without policy control are identified. Key Azure Policy built-ins applicable: [""Allowed resource types""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Allowed locations""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Azure Policy AM-2 configuration assessed against MCSB baseline and management groups or subscriptions without allowed resource type initiatives, missing deny-effect assignments for unapproved types, or absent data residency location restrictions identified.
Azure Policy compliance evaluated for: [""Allowed resource types""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Allowed locations""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected policy initiative scope, resource type allowlist, and location restriction configurations noted.",Security,confirmed
AM,[SEC-AM] Asset Management — MCSB v2,SEC-3,[SEC-3] Ensure Security of Asset Lifecycle Management: Resource Mover,Resource Mover,True,"As a cloud engineer, I want to assess Azure Resource Mover security controls for asset lifecycle operations — RBAC configuration for move operation authorization, security control validation post-move (NSG rules, private endpoint, and tag preservation), move collection audit log coverage, and rollback capability testing evidence — so that AM-3 gaps where resource moves bypass security validation or lack audit oversight are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure Resource Mover asset lifecycle controls in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on move collection RBAC and post-move security validation manual audit.","Resource Mover AM-3 configuration assessed against MCSB baseline and move collections without least-privilege RBAC, missing post-move security control validation checklists, or absent audit logging identified.
Azure Policy coverage for Resource Mover lifecycle controls evaluated; built-ins absent for this resource — assessment relies on move collection RBAC assignment and audit log configuration manual audit.
Gap findings documented with remediation scope and affected Resource Mover collection, move operation RBAC, and post-move security validation configurations noted.",Security,none
AM,[SEC-AM] Asset Management — MCSB v2,SEC-3,[SEC-3] Ensure Security of Asset Lifecycle Management: DevTest Labs,DevTest Labs,True,"As a cloud engineer, I want to assess Azure DevTest Labs asset lifecycle security controls — approved VM image policy coverage (marketplace images only, no unapproved custom images), auto-shutdown policy enforcement, cost limit configuration, lab RBAC assignment (no Owner role for lab users), and artifact source security review — so that AM-3 gaps where lab environments deploy unapproved images or grant excessive management plane privilege are identified. Key Azure Policy built-ins applicable: ⚠️ [""DevTest Labs should use approved marketplace images""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact display name against current MCSB v2 preview policy list).","DevTest Labs AM-3 configuration assessed against MCSB baseline and labs without approved image policies, missing auto-shutdown enforcement, or with Owner role assigned to lab users identified.
Azure Policy compliance evaluated for image allowlist controls applicable to DevTest Labs; ⚠️ ""DevTest Labs should use approved marketplace images"" flagged for display name verification.
Gap findings documented with remediation scope and affected lab image policy, auto-shutdown configuration, cost limit, and RBAC assignment instances noted.",Security,uncertain
AM,[SEC-AM] Asset Management — MCSB v2,SEC-4,[SEC-4] Limit Access to Asset Management: Resource Manager,Resource Manager,True,"As a cloud engineer, I want to assess Azure Resource Manager management plane access controls — RBAC least privilege compliance (no Owner at subscription scope for non-privileged users), CanNotDelete lock coverage on production resources, ARM template deployment audit log completeness, and absence of broad Contributor assignments at tenant root — so that AM-4 gaps in asset management plane access control and production resource protection are identified. Key Azure Policy built-ins applicable: [""Audit usage of custom RBAC roles""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Resource Manager AM-4 configuration assessed against MCSB baseline and subscriptions with Owner assigned to non-privileged users, missing CanNotDelete locks on production resources, or broad Contributor at tenant root identified.
Azure Policy compliance evaluated for: [""Audit usage of custom RBAC roles""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected management plane RBAC assignments, resource lock coverage, and ARM deployment audit log configurations noted.",Security,confirmed
AM,[SEC-AM] Asset Management — MCSB v2,SEC-5,[SEC-5] Use Only Approved Applications in Virtual Machine,,False,"As a cloud engineer, I want to assess approved application controls across production virtual machines — Defender for Cloud Adaptive Application Controls allowlist configuration and coverage on production VMs, software inventory completeness via Azure Monitor Agent, unapproved software installation alert configuration, Windows AppLocker or WDAC policy deployment status, and Linux file integrity monitoring via Microsoft Defender for Endpoint — so that AM-5 gaps where VMs operate without application allowlist enforcement are identified. Key Azure Policy built-ins applicable: [""Adaptive application controls for defining safe applications should be enabled on your machines""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Allowlist rules in your adaptive application control policy should be updated""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Approved application AM-5 configuration assessed across production VMs and machines without Adaptive Application Controls allowlist configuration, missing software inventory via AMA, or lacking AppLocker/WDAC (Windows) or FIM (Linux) enforcement identified.
Azure Policy compliance evaluated for: [""Adaptive application controls for defining safe applications should be enabled on your machines""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Allowlist rules in your adaptive application control policy should be updated""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected VM application control policy, software inventory coverage, and platform-specific enforcement configurations noted.",Security,confirmed
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-1,[SEC-1] Enable Threat Detection Capabilities: Defender for Cloud,Defender for Cloud,True,"As a cloud engineer, I want to assess Microsoft Defender for Cloud plan coverage — all Defender for Cloud threat detection plans enabled (Servers P2, Storage, SQL, Containers, AppService, KeyVault, DNS, ARM, and DevOps), MDE auto-provisioning status for all VMs, and threat detection alert routing configuration to Sentinel — so that LT-1 gaps in comprehensive threat detection coverage and alert orchestration are identified. Key Azure Policy built-ins applicable: [""Microsoft Defender for Servers should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Storage should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for SQL should be enabled for SQL Servers""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Containers should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for App Service should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Key Vault should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for DNS should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Azure Resource Manager should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), ⚠️ [""Microsoft Defender for DevOps should be enabled""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact display name against current MCSB v2 preview policy list).","Defender for Cloud LT-1 configuration assessed against MCSB baseline and subscriptions with unconfigured Defender plans (Servers P2, Storage, SQL, Containers, AppService, KeyVault, DNS, ARM, DevOps), missing MDE auto-provisioning on VMs, or absent alert routing to Sentinel identified.
Azure Policy compliance evaluated for: [""Microsoft Defender for Servers should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Storage should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for SQL should be enabled for SQL Servers""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Containers should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for App Service should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Microsoft Defender for Key Vault should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected plan configurations, VM inventory scope, and Sentinel routing configurations noted.",Security,uncertain
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-2,[SEC-2] Enable Threat Detection for Identity and Access Management,,False,"As a cloud engineer, I want to assess Azure AD Identity Protection and security log coverage — active sign-in risk and user risk policies, Entra ID Audit and Sign-in logs routing to Sentinel, Sentinel analytics rules for impossible travel, password spray, legacy auth sign-in, and MFA fatigue, UEBA configuration status, and privileged role activation alert setup — so that LT-2 gaps in identity threat detection and anomaly monitoring are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Azure AD Identity Protection in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Azure AD risk policy configuration and Sentinel analytics rule manual audit.","Azure AD Identity Protection LT-2 configuration assessed against MCSB baseline and tenants with inactive sign-in or user risk policies, missing Entra ID log routing to Sentinel, absent analytics rules for critical threat patterns, or unconfigured UEBA and privileged activation alerting identified.
Azure Policy coverage for identity threat detection controls evaluated; built-ins absent for this control — assessment relies on Azure AD Identity Protection risk policy configuration and Sentinel analytics rule coverage manual audit.
Gap findings documented with remediation scope and affected risk policy types, log source routing paths, and analytics rule coverage noted.",Security,none
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-3,[SEC-3] Enable Logging for Security Investigation,,False,"As a cloud engineer, I want to assess diagnostic settings coverage across all resource types — Azure Policy DeployIfNotExists assignments for diagnostic settings to Log Analytics, Activity Log routing to Log Analytics workspace, resource log retention settings (90 days interactive and 1 year archive), and admin and key management operations log completeness — so that LT-3 gaps in comprehensive security log collection and retention are identified. Key Azure Policy built-ins applicable: ⚠️ [""Deploy Diagnostic Settings for specific resource types""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact initiative name), [""Resource logs in Key Vault should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Diagnostic settings LT-3 configuration assessed against MCSB baseline and resource types without DeployIfNotExists diagnostic policy assignments, missing Activity Log routing to Log Analytics, or retention configurations below 90-day interactive and 1-year archive thresholds identified.
Azure Policy compliance evaluated for diagnostic settings deployment initiative coverage; ⚠️ DeployIfNotExists initiative display name flagged for verification against current MCSB v2 preview policy list.
Gap findings documented with remediation scope and affected resource types, log routing paths, and retention configuration instances noted.",Security,uncertain
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-4,[SEC-4] Enable Network Logging for Security Investigation,,False,"As a cloud engineer, I want to assess network logging configurations — NSG Flow Logs v2 enabled on all NSGs with Storage Account routing and Traffic Analytics, Azure Firewall diagnostic logs routing to Log Analytics, Application Gateway access and WAF logs forwarding, Defender for DNS query log coverage, and Network Watcher packet capture policy documentation — so that LT-4 gaps in network traffic visibility and threat investigation capability are identified. Key Azure Policy built-ins applicable: [""Flow logs should be configured for every network security group""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Network Watcher should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).","Network logging LT-4 configuration assessed against MCSB baseline and NSGs without Flow Logs v2 enabled, missing Traffic Analytics configuration, absent Azure Firewall or Application Gateway log routing, or undocumented Network Watcher packet capture policy identified.
Azure Policy compliance evaluated for: [""Flow logs should be configured for every network security group""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference), [""Network Watcher should be enabled""](https://learn.microsoft.com/en-us/azure/defender-for-cloud/policy-reference).
Gap findings documented with remediation scope and affected NSG instances, firewall diagnostic configurations, and log forwarding path coverage noted.",Security,confirmed
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-5,[SEC-5] Centralize Security Log Management and Analysis: Sentinel,Sentinel,True,"As a cloud engineer, I want to assess Microsoft Sentinel SIEM configuration — workspace coverage and data connector assignment for all Azure log sources, analytics rules mapped to MCSB v2 domains, RBAC configurations limiting SOC analysts to read-only access, and incident assignment workflow status — so that LT-5 gaps in centralized log analysis and incident triage coverage are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for Sentinel SIEM configuration in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Sentinel workspace data connector and analytics rule coverage manual audit.","Sentinel LT-5 configuration assessed against MCSB baseline and workspaces with missing data connectors for Azure log sources, analytics rules not mapped to MCSB v2 domains, SOC analyst RBAC exceeding read-only scope, or absent incident assignment workflows identified.
Azure Policy coverage for Sentinel SIEM configuration evaluated; built-ins absent for this resource — assessment relies on Sentinel data connector coverage, analytics rule mapping, and RBAC configuration manual audit.
Gap findings documented with remediation scope and affected data connector sources, analytics rule domain mappings, and SOC RBAC configurations noted.",Security,none
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-5,[SEC-5] Centralize Security Log Management and Analysis: Monitor,Monitor,True,"As a cloud engineer, I want to assess Azure Monitor configuration for centralized log management — diagnostic settings deployment via DeployIfNotExists policy assignment scope, Log Analytics workspace consolidation (single workspace per region), alert rules configured for critical security events, and data collection rules coverage for Azure Monitor Agent — so that LT-5 gaps in unified log management and security alerting are identified. Key Azure Policy built-ins applicable: ⚠️ [""Deploy Diagnostic Settings for specific resource types""](https://www.azadvertizer.net/azpolicyadvertizer.html) (training data — verify exact initiative name against current MCSB v2 preview policy list).","Azure Monitor LT-5 configuration assessed against MCSB baseline and subscriptions with fragmented Log Analytics workspace deployment, missing DeployIfNotExists diagnostic policy assignments, or absent alert rules for critical security events identified.
Azure Policy compliance evaluated for diagnostic settings deployment initiative coverage; ⚠️ DeployIfNotExists initiative display name flagged for verification against current MCSB v2 preview policy list.
Gap findings documented with remediation scope and affected workspace consolidation, diagnostic policy assignment scope, and security alert rule configurations noted.",Security,uncertain
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-6,[SEC-6] Configure Log Storage Retention,,False,"As a cloud engineer, I want to assess log retention configurations across storage tiers — Log Analytics workspace interactive retention (90 days minimum), Auxiliary Logs tier implementation for 1-year lower-cost retention, Azure Monitor Logs archive tier for 2-year compliance retention, Sentinel data retention alignment with workspace settings, and Storage Account WORM immutability configuration for archived security logs — so that LT-6 gaps in long-term log retention and audit compliance are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for log storage retention in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on Log Analytics workspace and Storage Account retention settings manual audit.","Log retention LT-6 configuration assessed against MCSB baseline and workspaces with interactive retention below 90 days, missing Auxiliary or archive tier configuration for long-term retention, or absent WORM immutability on Storage Accounts holding archived security logs identified.
Azure Policy coverage for log storage retention controls evaluated; built-ins absent for this control — assessment relies on Log Analytics workspace retention settings, archive tier assignment, and Storage Account immutability configuration manual audit.
Gap findings documented with remediation scope and affected workspace retention tiers, archive configuration, and WORM immutability implementation details noted.",Security,none
LT,[SEC-LT] Logging and Threat Detection — MCSB v2,SEC-7,[SEC-7] Use Approved Time Synchronization Sources,,False,"As a cloud engineer, I want to assess time synchronization coverage across compute resources — Windows Time (w32tm) configuration synced to Azure NTP service (168.63.129.16) across all Azure VMs, NTP sync verification for Arc-enabled servers, and time skew detection in Log Analytics (query threshold: >1 minute skew triggering alert) — so that LT-7 gaps in temporal consistency for Sentinel security event correlation accuracy are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for NTP time synchronization in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on VM NTP configuration and Log Analytics time skew query manual audit.","Time synchronization LT-7 configuration assessed against MCSB baseline and VMs without Azure NTP service (168.63.129.16) configuration, Arc-enabled servers with unverified NTP sync, or Log Analytics environments without time skew alerting identified.
Azure Policy coverage for time synchronization controls evaluated; built-ins absent for this control — assessment relies on Windows Time service configuration and Log Analytics time skew query manual audit.
Gap findings documented with remediation scope and affected VM NTP configurations, Arc server sync verification status, and time skew alert threshold settings noted.",Security,none
IR,[SEC-IR] Incident Response — MCSB v2,SEC-1,[SEC-1] Establish an Incident Response Plan and Handling,,False,"As a cloud engineer, I want to assess incident response documentation completeness — PICERL phase coverage (Preparation, Identification, Containment, Eradication, Recovery, Lessons Learned), top threat scenario runbook availability (ransomware, account compromise, data exfiltration), Sentinel Logic Apps playbooks for automated containment, IR team contact and escalation path documentation, and annual IR plan review scheduling — so that IR-1 gaps in incident response planning and process readiness are identified. Key Azure Policy built-ins applicable: ⚠️ [No confirmed Azure Policy built-ins for incident response plan documentation in MCSB v2 preview](https://www.azadvertizer.net/azpolicyadvertizer.html) — assessment relies on IR plan documentation and Sentinel playbook coverage manual audit.","Incident response plan IR-1 configuration assessed against MCSB baseline and tenants with missing PICERL phase documentation, incomplete threat scenario runbooks, absent Sentinel Logic Apps playbooks, unverified escalation paths, or overdue annual review schedules identified.
Azure Policy coverage for incident response plan controls evaluated; built-ins absent for this control — assessment relies on IR plan documentation completeness and Sentinel playbook coverage manual audit.
Gap findings documented with remediation scope and affected PICERL phase coverage, threat runbook availability, and Sentinel playbook automation configurations noted.",Security,none
